IYEAR,COMM,LOSS,LATITUDE,LONGITUDE
2005,CRUDE OIL,4.0,"31 46' 6.2"" N","103 10' 9.3"" W"
2005,CRUDE OIL,3.0,32.68.787,102.64.909
2005,CRUDE OIL,65.0,N29  30.222,W095  13.766
2005,CRUDE OIL,2.0,42.15.216,W 110.14.088
2005,CRUDE OIL,42.0,30 44.21N,88 3.249W
2005,CRUDE OIL,130.0,N36' 05.27,W96' 43.33
2005,CRUDE OIL  HEAVY LOUISIANA SWEET (HLS),1.0,N20DEG 26.739MIN,W90DEG 0.933MIN
2005,CRUDE OIL,120.0,N29  30.222,W095  13.766
2005,CRUDE OIL,100.0,N36 29.283,W108 07.807
2005,CRUDE OIL,290.0,N35.99593,119.96362
2005,CRUDE OIL,21.0,39.32832,-87.90147
2005,CRUDE OIL,7.0,32 19.291'N,103 10.558'W
2005,CRUDE OIL,4.0,34.202788,-97.344609
2005,CRUDE OIL,25.0,43.58.05 N,101.52.22 W
2005,CRUDE OIL,550.0,35-59-19N,96-44-85W
2005,CRUDE OIL,12.0,45 46 42.53 NORTH,108 29 12.06 WEST
2005,CRUDE OIL,20.0,28.343,96.740
2005,CRUDE OIL,21.0,29 34.507' N,91 31.781' W
2005,CRUDE OIL,8.0,43.46.56,108.34.54
2005,CRUDE OIL,10.0,N31 57 01.3,W102 36 10.7
2005,CRUDE OIL,10.0,373323N,0991914W
2005,CRUDE OIL,3.0,31.89922222N,102.10325000W
2005,CRUDE OIL,20.0,N33 54.878,W098 26.197
2005,CRUDE OIL,2.0,32.0415,96.2826
2005,CRUDE OIL,442.0,31.33408,94.751424
2005,CRUDE OIL,20.0,32.28997,94.49814
2005,CRUDE OIL,1038.0,N33 08.27,W096 07.12
2005,CRUDE OIL,377.0,32 32.349'N,94 56.738'W
2005,CRUDE OIL,54.0,41.41.215,107.58.898
2005,CRUDE OIL,2.0,30 37.83' N,96 38.60' W
2005,CRUDE OIL,7562.0,29 34.46' N,91 31.71' W
2005,CRUDE OIL,13.0,35 57.603'N,96 45.269'W
2005,CRUDE OIL,107.0,40° 12' 36,-90° 27' 36
2005,CRUDE OIL,5.0,28:20:37,96:44:28
2005,CRUDE OIL,70.0,N 42 13.169,W 104 41.553
2005,CRUDE OIL,25435.0,29.1840,-89.2605
2005,CRUDE OIL,10.0,29.593,90.3719
2005,CRUDE OIL,2.0,29.055,89.307
2005,CRUDE OIL,350.0,35 28.927'N,97 25.507'W
2005,CRUDE OIL,1276.0,29 - 06.42,90 - 11.59
2005,CRUDE OIL,2.0,29 - 07.69,89 - 22.23
2005,CRUDE OIL,23614.0,29 - 22.49,89 - 32.97
2005,CRUDE OIL,50.0,29.22,89.32
2005,CRUDE OIL,2.0,29 - 04.47,89 - 21.01
2005,CRUDE OIL,1.0,29 - 02.12,89 - 19.88
2005,CRUDE OIL,40.0,84.71,40.4294
2005,CRUDE OIL,1.0,27 50.1 N,-97 31.2 W
2005,CRUDE OIL,4.0,N29 45.55,W096 08.93
2005,CRUDE OIL,1.0,37 03 38 N,101 38 55 W
2005,CRUDE OIL,3.0,46 41 07,92 03 17
2005,CRUDE OIL,1.0,31.68500  N ,89.15000  W
2005,CRUDE OIL,991.0,37.422,121.1835
2005,CRUDE OIL,2.0,N36 03.086,W108 22.001
2005,CRUDE OIL -  HLS,14.0,N29 21' 8,W89 34' 4
2005,CRUDE OIL,15.0,N48 7.730',W111 51.670'
2005,CRUDE OIL,1.0,39.35915N,93.47999W
2005,CRUDE OIL,2350.0,"37° 48' 11""","-96° 55' 14"""
2005,CRUDE OIL,42.0,35.5276,-119.8068
2005,CRUDE OIL,12.0,38-37-23 N,98-32-02 W
2005,CRUDE OIL,12.0,31.815480 N,91.417530 W
2005,CRUDE OIL,3.0,38 37 3.15,94 .29 55.64
2005,CRUDE OIL,85.0,N35  94.989,W096  75.826
2005,CRUDE OIL,30.0,N3228.98,W9449.83
2005,CRUDE OIL - HLS,50.0,N29DEG 47.878MIN,W90DEG 41.405MIN
2005,CRUDE OIL,50.0,N35  94.987,W096  75.827
2005,CRUDE OIL,4.0,N35  95.172,W96  75.859
2005,CRUDE OIL,10.0,N35  94.304,W096 75.854
2005,CRUDE OIL,15.0,42.1957477, -107.1837261
2005,BASS RIVER CRUDE OIL - NON-H2S,10380.0,N39 53.714,W 75 15.650
2005,CRUDE OIL,12.0,48.304045,-102.373875
2005,CRUDE OIL,150.0,N30DEG 26.002MIN,W91DEG 13.516MIN
2005,CRUDE OIL,2.0,34.406,118.92
2005,CRUDE OIL,7.0,35.44,-118.99
2005,CRUDE OIL,200.0,35.447,-119.0447
2006,CRUDE OIL,1.0,"47° 41' 22""","-95° 24' 35"""
2005,CRUDE OIL,5.0,44 30 38,-90 04 43
2006,CRUDE OIL,37.0,N32DEG 28.928MIN,W94DEG 50.112MIN
2005,CRUDE OIL,1130.0,32.22809,99.03204
2005,CRUDE OIL,694.0,32.2156,99.0566
2006,CRUDE OIL,8.0,32.5234,91.0304
2006,CRUDE OIL,15.0,45 47 35N,108 28 23W
2006,CRUDE OIL,4.0,35.32570,119.65438
2006,CRUDE OIL,2.0,"N35 57' 1.4""","W102 36' 11.1"""
2006,CRUDE OIL,4.0,N35 94.068,W096 74.897
2006,CRUDE OIL,3.0,29.1318,-89.2443
2006,BAKKEN CRUDE OIL,5.0,"46,23,28.614","104,27,6.687"
2006,CRUDE OIL,1144.0,35.10,-119.31
2006,CRUDE OIL,20.0,N29  37.889,W095  23.194
2006,CRUDE OIL,1.0,N28  57.15,W095  26.12
2006,CRUDE OIL,45.0,W119.3814901,N35.09771
2006,CRUDE OIL,8.0,37 02 43 N,101 51 19 W
2006,CRUDE OIL,30.0,35.94992,96.74942
2006,CRUDE OIL,50.0,N42.52.022,W106.24.135
2006,CRUDE OIL,21.0,35.62250000N,98.21730000W
2006,CRUDE OIL,49000.0,58.68900,31.59494
2006,CRUDE OIL,10.0,32.71111110N,103.17805560W
2006,CRUDE OIL,2.0,31.80415000N,102.34396520W
2006,CRUDE OIL,9.0,N34  09.41,W097 32.25
2006,CRUDE OIL,2.0,N32  01.427,W102  01.042
2006,CRUDE OIL,224.0,29.92233,-97.06558
2006,CRUDE OIL,15.0,33.29100000N,99.60800000W
2006,CRUDE OIL,575.0,N35  95.024,W096  75.879
2006,CRUDE OIL (SJV CRUDE),55.0,N34 45 7,W118 52 52
2006,CRUDE OIL,150.0,31.89722220N,102.56694440W
2006,CRUDE OIL,30.0,38.3446,-98.3141
2006,CRUDE OIL,1.0,37 08 25 N,100 34 10 W
2005,CRUDE OIL,10.0,2937.311,9411.988
2006,CRUDE OIL,2.0,41 30 25,-87 27 13
2006,CRUDE OIL,75.0,32.21941 N,99.01007 W
2006,CRUDE OIL,10.0,32.22581 N,99.02610 W
2006,CRUDE OIL,35.0,32.22384 N,99.02231 W
2006,CRUDE OIL,4.0,35.6172,-119.8686
2006,CRUDE OIL (KISSANJE),15.0,N29 44 57,W94 59 56
2006,CRUDE OIL (SJV),32.0,N34 55 8,W118 55 35
2006,CRUDE OIL,25.0,2937.371N,-9450.813W
2006,CRUDE OIL ,100.0,N37D48.1535',W 96D 55.0098'
2006,CRUDE OIL,2.0,33.42694440 N,102.51694440 W
2006,CRUDE OIL,2.0,"47° 41' 21""","95° 24' 33"""
2006,CRUDE OIL,2.0,N33 56.29,W098 13.39
2006,CRUDE OIL,1462.0,N 36.09697,W 108.35814
2006,CRUDE OIL,63.0,36.11333,-96.00555
2006,CRUDE OIL ,25.0,47.38608,103.86001
2006,CRUDE OIL ,30.0,44D 49M 41S,-92D58M 30.17S
2006,CRUDE OIL (SJV),39.0,N35 26 6  ,W 119 40 55
2006,CRUDE OIL ,15.0,35.1049.76N,100.4914.42W
2006,CRUDE OIL ,8.0,42.85.417,-106.35.299
2006,CRUDE OIL,6.0,40.71025,-84.11277
2006,CRUDE OIL,3.0,32.04453330N,91.53316670W
2006,CRUDE OIL,20.0,29.28813 N,89.363995 W
2006,CRUDE OIL,20.0,34.8187 N,97.4522 W
2006,CRUDE OIL,20.0,41.623672 N,83.486502 W
2006,CRUDE OIL,1.0,N28  55 15,W095  23 07
2006,CRUDE OIL,0.0,48.7183,100.9161
2006,CRUDE OIL,200.0,35.236066,-96.65546
2006,CRUDE OIL,2.0,N45.812,W108.441
2006,CRUDE OIL,500.0,32.41285,-99.876016
2006,CRUDE OIL,4.0,N34  09.86,W097  32.59
2006,CRUDE OIL,140.0,35.055 N,119.31 W
2006,CRUDE OIL,2.0,N 28.85150,W -99.16892
2006,CRUDE OIL,142.0,27.90897,-97.35049
2006,CRUDE OIL,1.0,31.76337 N,103.17329 W
2006,CRUDE OIL,5.0,41.80860,-83.60143
2006,CRUDE OIL,3200.0,45 DEG 56 MIN N,-94 DEG 21 MIN W
2006,CRUDE OIL,2.0,27.82271,-97.19983
2006,CRUDE OIL,31.0,N41 32 56,W87 52 32
2006,CRUDE OIL,5.0,32.8717,-91.0586
2006,CRUDE OIL,2.0,N29 8.79,W095 42.05
2006,CRUDE OIL,150.0,31.76494 N,103.16934 W
2006,CRUDE OIL,2.0,38 20 18,97 40 36
2006,CRUDE OIL,1371.0,31.7928167 N,103.13339833 W
2006,CRUDE OIL,20.0,N29 02.79,W96 31.92
2006,CRUDE OIL,23.0,32.9658,-93.1549
2006,CRUDE OIL,5.0,43.29.744 N,107.62.541 W
2006,WTI DOMESTIC SWEET TYPE CRUDE OIL,1.0,"35° 56' 26""","-96° 45' 01"""
2006,CRUDE OIL,1238.0,N35 94.065,W096 74.897
2006,CRUDE OIL,10.0,31.99193 N,102.04638 W
2006,CRUDE OIL,20.0,37.8020,97.3708
2006,CRUDE OIL,2.0,N28 59.6963,W095 59.918
2006,CRUDE OIL,35.0,32.4975 N,98.6369 W
2006,CRUDE OIL,10.0,"N 45.58' 05""","W 107 52' 22"""
2006,CRUDE OIL,43.0,N32  01.468,W102  01.054
2006,CRUDE OIL,15.0,40.7050,-84.1175
2006,CRUDE OIL,25.0,45 47 35N,108 28 23W
2006,CRUDE OIL,5.0,27.82835,-97.51925
2006,CRUDE OIL,10.0,N33 00.44,W096 53.54
2006,CRUDE OIL,42.0,N30 00.44,W096 53.54
2006,CRUDE OIL,1.0,33.5980 N,99.0400 W
2006,CRUDE OIL,1205.0,32.3895 N,99.7171 W
2006,CRUDE OIL,20.0,-100.9811,37.6289
2006,LIGHT CRUDE OIL,30.0,48 14.018,105 7.743
2006,CRUDE OIL,7.0,28.2732,-98.2746
2006,CRUDE OIL,15.0,40 35' 45.44,104 48 40.55
2006,CRUDE OIL,10.0,27.83122,-97.51899
2006,CRUDE OIL,40.0,35.9459,-96.7475
2006,CRUDE OIL,25.0,35.13765 N,97.40110 W
2006,CRUDE OIL,350.0,32.3956,-94.9081
2006,CRUDE OIL,2.0,33.779,-118.215
2006,CRUDE OIL,2.0,34.04893 N,97.32426 W
2006,CRUDE OIL,5205.0,32.01587 N,102.01143 W
2006,CRUDE OIL ,35.0,N30DEG 32.02',W91DEG 45.02'
2006,CRUDE OIL,15000.0,35 41' 17.04,"101, 21' 39.41"
2006,CRUDE OIL,5.0,42.3141667 N,107.8763889 W
2006,CRUDE OIL,30.0,34.39643 N,97.49933 W
2006,CRUDE OIL,315.0,33.31565 N,96.19230 W
2006,CRUDE OIL,2.0,27.65858,-98.18784
2006,CRUDE OIL,3.0,31.29000 N,102.35100 W
2006,CRUDE OIL,10.0,29.71,-95.25
2006,CRUDE OIL,1.0,34.822792,-100.560194
2006,CRUDE OIL,300.0,32.52307 N,94.93570 W
2006,CRUDE OIL,39.0,35.9448,-96.7479
2006,CRUDE OIL,65.0,32.020307 N,102.018080 W
2006,CRUDE OIL,3.0,40.8535,-90.5557
2006,CRUDE OIL,4.0,35.9459,-96.7475
2007,CRUDE OIL,10.0,37.0592,-101.6628
2006,CRUDE OIL,4.0,36.0333,-87.9437
2006,CRUDE OIL,2.0,31.8037 N,102.1387 W
2006,CRUDE OIL,4.0,29.71,-95.25
2006,CRUDE OIL,5.0,34.20980 N,97.54350 W
2006,CRUDE OIL,25.0,31.7044444 N,102.1869444
2007,CRUDE OIL,21.0,43.672554,-107.888206
2006,CRUDE OIL,20.0,31.8144444 N,102.1333333 W
2007,CRUDE OIL,10.0,31.7780,-96.3982
2007,CRUDE OIL,25.0,N 35 43.972,W 107 44.881
2007,CRUDE OIL,215.0,48-17-10,102-25-30
2007,CRUDE OIL,21.0,35.324,119.65
2007,CRUDE OIL,20.0,32.2899,-94.4981
2007,CRUDE OIL,2.0,"36 13' 43.44"" N",120 15' 37.64
2007,CRUDE OIL,2.0,32.0711,-96.4702
2007,CRUDE OIL,4.0,N 33.48.43,W 118.14.04
2007,CRUDE OIL,518.0,32.5947,-97.0844
2007,CRUDE OIL,1.0,44.4941,-92.583217
2007,CRUDE OIL,2.0,N35  94.068,W96  74.897
2007,CRUDE OIL,4.0,33.3414,-97.6054
2007,CRUDE OIL,260.0,28.68047,-99.08923
2007,CRUDE OIL,30.0,N39  53.714,W 75  15.650
2007,CRUDE OIL,4.0,33.91500 N,98.44000
2007,CRUDE OIL,10.0,N48DEG 42MIN 44.95S,W112 21MIN 19.8SEC
2007,CRUDE OIL,4.0,N29 20.704,W94 56.136
2007,CRUDE OIL,2.0,N32  37.660,W102  41.014
2007,CRUDE OIL,12.0,36.0183,-96.0477
2006,CRUDE OIL,20.0,35.9869,-96.7467
2007,CRUDE OIL,1.0,48.9657N,101.6494W
2007,CRUDE OIL,1.0,"41° 35' 48""","-88° 3' 15"""
2007,CRUDE OIL,20.0,38.6172,-94.4993
2007,CRUDE OIL,25.0,44 53 27,90 29 52
2007,CRUDE OIL,95.0,41.21851670 N,111.18878330 W
2007,CRUDE OIL,105.0,35.4785,-119.7382
2007,CRUDE OIL,2.0,N 33.48.43,W 118.14.04
2007,CRUDE OIL,10.0,37 48 20,-98 54 44
2007,CRUDE OIL,2.0,-98 54 40.5,37 48 25.8
2006,CRUDE OIL,100.0,32.6319,-99.8073
2006,CRUDE OIL,15.0,31.9925,-98.2815
2006,CRUDE OIL,10.0,31.9880,-98.2628
2007,CRUDE OIL,5.0,32.228695,120.27168
2007,CRUDE OIL,30.0,32.51186 N,94.84920 W
2007,CRUDE OIL,3.0,31.869833 N,102.4237667 W
2007,CRUDE OIL,285.0,32.6317,-99.8074
2007,CRUDE OIL,428.0,37.61194,-121.36167
2007,MIXED SWEET CRUDE OIL,41.0,46.39023,104.44948
2006,CRUDE OIL,4.0,31.826,-100.3105
2007,CRUDE OIL,20.0,32.4877,-94.8556
2007,CRUDE OIL,20.0,32.1532,-97.3735
2006,CRUDE OIL,3.0,31.2719,-97.0626
2007,CRUDE OIL,6.0,36.5280,-120.4852
2007,CRUDE OIL,12.0,35.6022 N,98.2832 W
2007,CRUDE OIL,20.0,31.869 N,102.4238167 W
2007,CRUDE OIL,2.0,"42 50' 55""","78 46' 46"""
2007,CRUDE OIL,15.0,38.6172,-94.4993
2007,CRUDE OIL,45.0,35.9905,-96.5785
2007,CRUDE OIL,30.0,31 46.091,103 10.567
2007,CRUDE OIL,74.0,31 85.262,104 55.743
2007,CRUDE OIL,1.0,100 56 40,36 58 44
2007,CRUDE OIL,1.0,41.4110,-87.9910
2007,CRUDE OIL,42.0,40.6191,-91.2858
2006,CRUDE OIL,50.0,33.76400 N,118.22700 W
2006,CRUDE OIL,20.0,"118-15'2.99""","33-48'31.34"""
2007,WTI DOMESTIC SWEET TYPE CRUDE OIL,15.0,"35° 57' 3""","-96° 45' 21"""
2007,CRUDE OIL,8.0,34.20980N,97.54350 W
2007,CRUDE OIL,1.0,32.0166 N,102.0264 W
2007,CRUDE OIL,10.0,N 35  12.659   ,W 98  27.417
2007,CRUDE OIL,21.0,33.91400 N,98.43800 W
2007,CRUDE OIL,1.0,"47° 41' 22""","-95° 24' 35"""
2007,CRUDE OIL,465.0,N32 01.498,W102 00.799
2007,CRUDE OIL,200.0,29 43 59.93,95 12 39.43
2007,CRUDE OIL,22.0,32.59476,-97.08444
2007,CRUDE OIL,1.0,32.26790 N,95.01860 W
2007,CRUDE OIL,4.0,32.3875,-99.7169
2007,CRUDE OIL,20.0,-99.3194,37.4336
2007,CRUDE OIL,20.0,31.87066 N,102.43157 W 
2006,CRUDE OIL,20.0,33.8632,-97.9529
2006,CRUDE OIL,5.0,32.9392,-97.2961
2006,CRUDE OIL,20.0,32.0715,-96.4707
2006,CRUDE OIL,15.0,32.6328,-99.8044
2006,CRUDE OIL,3.0,32.0715,-96.4707
2006,CRUDE OIL,20.0,32.4392,-94.8269
2006,CRUDE OIL,4.0,30.8362,-95.1726
2006,CRUDE OIL,30.0,31.7777,-96.3943
2007,CRUDE OIL,8.0,32.6099,-94.2223
2007,CRUDE OIL,4.0,32.0677,-96.4695
2007,CRUDE OIL,25.0,35.9871,-96.7464
2007,CRUDE OIL,4.0,32.0676,-96.4709
2007,CRUDE OIL,3.0,33.8396667 N,118.2050333 W
2007,CRUDE OIL,100.0,30.6586,-94.9720
2007,CRUDE OIL,2.0,"N 33D 47' 57.15""","W 118D 13' 22.69"""
2007,CRUDE OIL,40.0,34.20980 N,97.54350 W
2007,CRUDE OIL,50.0,34.6348,-97.4401
2007,CRUDE OIL,1.0,32.529731,103552244
2007,CRUDE OIL,1.0,N 32  01.498,W102  00.79
2007,CRUDE OIL,15.0,31.0327778 N,89.4319444 W
2007,CRUDE OIL,40.0,33.7632833 N,118.2294667 W
2007,CRUDE OIL,2.0,32.26721,-91.33407
2007,CRUDE OIL,20.0,34.48050 N,97.54690 W
2007,ALASKA NORTH SLOPE CRUDE OIL,5.0,61.08355,146.36679
2007,CRUDE OIL,40.0,42.862295N,106.246850W
2007,CRUDE OIL,400.0,35.059146 N,119.011555 W
2007,CRUDE OIL,403.0,30° 40.97'N,91° 43.80'W 
2007,CRUDE OIL,3.0,40-07-85.1,104-48-43.7
2007,CRUDE OIL,600.0,31.870802 N,102.431884 W
2007,CRUDE OIL,7.0,118 HR 55 MIN 35 SEC,34 HR 55 MIN 8 SEC
2007,CRUDE OIL,3.0,32.26.888,102.32.457
2007,CRUDE OIL,25.0,41.5569,-87.8886
2007,CRUDE OIL,5.0,32.3871,-99.7169
2007,CRUDE OIL,4.0,41.5275,-87.4930
2007,CRUDE OIL,4.0,35.9459,-96.7475
2007,CRUDE OIL,3.0,32.4950,-98.6359
2007,CRUDE OIL,10.0,35.257001,-100.924803
2007,CRUDE OIL,150.0,37.266391667,109.308038889
2007,CRUDE OIL,39.0,35.084221,119.284166
2007,CRUDE OIL,3.0,38.6172,-94.4993
2007,CRUDE OIL,3.0,29.3489905,94.9392566
2007,CRUDE OIL,30.0,31.4744,-94.9174
2007,CRUDE OIL,21.0,32.482683 N,94.852633 W
2007,CRUDE OIL,0.0,35.36.781,097.40.689
2007,CRUDE OIL,20.0,35.9866,-96.7472
2007,CRUDE OIL,4169.0,39.0726318,-91.3715415
2007,CRUDE OIL,267.0,45DEG 46' 43.29,108DEG 29' 19.18
2005,CRUDE OIL,8.0,42.18.518,107.52.350
2007,CRUDE OIL,2.0,38-13-56 N,97-59-56 W
2007,CRUDE OIL,30.0,"45° 47' 10""","-84° 46' 28"""
2007,CRUDE OIL,1.0,"42.13'34""","104.41'34"""
2007,CRUDE OIL,1.0,32.9187833 N,95.6003167 W
2007,CRUDE OIL,6.0,42.227710N,-104.692081W
2007,CRUDE OIL (SMILEY COLEVILLE HEAVY),12.0,N38 47.097MIN,W89 04.963MIN
2007,CRUDE OIL,10.0,35.7389,-96.0950
2007,CRUDE OIL,2.0,"33,0026.0","10258,31.131.1"
2007,CRUDE OIL,14.0,35.5035,119.8102
2007,CRUDE OIL,3.0,N29  20 51,W094  55 90
2007,CRUDE OIL,30.0,31.0341667 N,89.4483333 W
2007,CRUDE OIL,1.0,35.9459,-96.7475
2007,CRUDE OIL,38.0,"42.23'01""","78.55'05"""
2007,CRUDE OIL,1.0,32.8828,-91.0523
2007,CRUDE OIL,2.0,42.5833333 N,1O7.1333333 W
2007,CRUDE OIL,400.0,31.3967333 N,91.0239833 W
2007,CRUDE OIL,8.0,35°59¿48.08¿N,119°57¿42.84¿W
2007,CRUDE OIL,13.0,43.86032,-108.16460
2007,CRUDE OIL,75.0,32.4905,-94.8643
2007,CRUDE OIL,25.0,370243 N,1015119 W
2007,CRUDE OIL,3.0,N.W. 29.7281413,95.2203967
2007,SWEET CRUDE OIL,40.0,44.46936,-105.56855
2007,CRUDE OIL,2.0,33.0784,-97.4049
2007,CRUDE OIL,20.0,364025.68,970607.47
2007,CRUDE OIL,2.0,35.8587 N,97.2471 W
2008,CRUDE OIL,777.0,30.05565,-90.59942
2008,CRUDE OIL,31322.0,N3303001,W102'57211
2008,CRUDE OIL,50.0,31.1608,-94.6747
2008,CRUDE OIL,90.0,31.8073333 N,102.453333 W
2008,CRUDE OIL,42.0,N29.44955,95.07814
2008,CRUDE OIL,5.0,30.0111,-90.83889
2008,CRUDE OIL,4.0,31.634385 N,101.709036 W
2008,CRUDE OIL,1.0,38.6172,-94.4993
2008,CRUDE OIL,265.0,N47.61485,W-103.65788
2008,CRUDE OIL,265.0,29.69194,-91.23139
2008,CRUDE OIL,17.0,N 33.48.43,W 118.14.04
2008,CRUDE OIL,1.0,31.4783,-97.3018
2008,CRUDE OIL,470.0,N29 46.330,W096 02.202
2008,CRUDE OIL,31.0,33.8073,118.2324
2008,CRUDE OIL,3.0,42.22368,-104.69754
2008,CRUDE OIL,8.0,41.4110,-87.9910
2008,CRUDE OIL,2.0,41.4110,-87.9910
2008,CRUDE OIL,4.0,41.2293,-83.6398
2008,CRUDE OIL,30.0,37.0592,-101.6628
2007,CRUDE OIL,3.0,29'43.17,94'45.825
2008,CRUDE OIL,3.0,N35 56.8018,W096 44.9224
2008,CRUDE OIL,3.0,N33°48.4383,W118°13.9489
2006,BAKKEN CRUDE OIL,10.0,48.14.018,105.7.743
2007,CRUDE OIL,25.0,N48DEG 37 MIN 30.9 S,W112 18MIN 55.4 SEC
2008,CRUDE OIL,30.0,41.51492,-87.46569
2008,CRUDE OIL,2.0,41.07730,-88.88931
2008,CRUDE OIL,5.0,38.6172,-94.4993
2008,CRUDE OIL,1.0,42.5152,106.2430
2008,CRUDE OIL,25.0,36.00332596,-96.02257983
2008,CRUDE OIL,285.0,40.7021,-84.1254
2008,CRUDE OIL,10.0,36.0100,-96.5602
2008,CRUDE OIL,2.0,-99.3194,37.4336
2008,CRUDE OIL,3.0,29.7,-95.25
2007,CRUDE OIL,2.0,2937.4,9411.81
2008,CRUDE OIL,30.0,41.056 N,111.044
2008,CRUDE OIL,20.0,31.1749,-94.6802
2008,CRUDE OIL,3.0,"35 56' 37.41""","96 45' 15.98"""
2006,CRUDE OIL,5.0,2937.40,9411.81
2008,CRUDE OIL,1600.0,47.693348,-95.430987
2008,CRUDE OIL,700.0,33.58.55,101 12.10
2008,CRUDE OIL,20.0,N32 65.20,W103 13.92
2008,CRUDE OIL,147.0,N33 55.753,W117 54.649
2008,CRUDE OIL,5.0,"45° 48' 1.2""","-91° 25' 56"""
2008,CRUDE OIL,100.0,32.0684,-96.4708
2008,CRUDE OIL,10.0,36.0290,-89.2443
2008,CRUDE OIL,6.0,"47° 42' 55""","-95° 29' 43"""
2008,CRUDE OIL,2.0,32.4819,-94.8351
2008,CRUDE OIL,6679.0,34:18:47.72N,119:17:12.03W
2008,CRUDE OIL,21.0,32.05439608 N,91.53781023 W
2008,CRUDE OIL,2.0,47.96843,-104.98288
2008,CRUDE OIL,2.0,38.78834 N,89.06550 W
2008,CRUDE OIL,4.0,32.83222 N,95.48688 W
2008,CRUDE OIL,20.0,30.1410,-94.3976
2008,CRUDE OIL,4.0,36.4192,-97.8489
2008,CRUDE OIL,10.0,30.1207,-94.6472
2008,CRUDE OIL,19.0,N33 50 51,W118 19 4
2008,CRUDE OIL,20.0,N28 56.928,W095 25.923
2008,CRUDE OIL,1.0,42.557402N,-107.007897W
2008,CRUDE OIL,25.0,-100.5703,37.14033
2008,CRUDE OIL,10.0,31.4783,-97.3018
2008,CRUDE OIL,119.0,"45°28'45""","108°51'08"""
2008,CRUDE OIL,6.0,41 44 26,-86 30 21
2008,CRUDE OIL,3.0,41.6766,-83.4720
2008,CRUDE OIL,20.0,-100.5703,37.14033
2008,CRUDE OIL,4.0,N47.61485,W103.65788
2008,CRUDE OIL,3.0,N30.28648,W-96.78111
2008,CRUDE OIL,40.0,32.5323,-100.8302
2008,CRUDE OIL,50.0,N 30 28 34.4,W 091 13 11.9
2008,CRUDE OIL,20.0,31.03375 N,89.4480833 W
2008,CRUDE OIL,70.0,"42°51'52""","106°24'30"""
2008,CRUDE OIL,65.0,N 29°47¿ 50.238¿,W 90°41¿ 20.147¿
2008,CRUDE OIL,4.0,32.0684,-96.4708
2008,CRUDE OIL,18.0,40.7067,-84.1240
2008,CRUDE OIL,80.0,40.7021,-84.1254
2008,CRUDE OILE,42.0,N29 04 48.37,W095 48 04.64
2008,CRUDE OIL,21.0,31.711270 N,102.61440 W
2008,CRUDE OIL,130.0,N 36.68087,W 107.99182
2008,CRUDE OIL,72.0,35.9905,-96.5785
2008,CRUDE OIL,17.0,-98.43618,38.2902
2008,CRUDE OIL,3700.0,N32 36.034,W103 03.550
2008,CRUDE OIL,80.0,N29.70645,W95.22297
2008,CRUDE OIL,15.0,30.4506,-95.2669
2008,CRUDE OIL,37.0,40.8491,-88.22784
2008,CRUDE OIL,550.0,44.55986,105.49060
2008,CRUDE OIL,5.0,36.4175,-97.8453
2008,CRUDE OIL,35.0,N29 43.94,W095 13.66
2008,CRUDE OIL,42.0,-98.585,38.1008
2008,CRUDE OIL,10.0,37° 02' 02,-95° 53' 19
2008,CRUDE OIL,3.0,-98.585,38.1008
2008,CRUDE OIL,6.0,32.5112,-94.8519
2008,LIGHT SWEET CRUDE OIL,60.0,47.96844,104.98321
2008,CRUDE OIL (COLD LAKE),3.0,N38 46 39.7,W89 5 7.9
2008,CRUDE OIL,80.0,37.21167,-95.78806
2008,CRUDE OIL,115.0,"46° 41' 16""","-90° 03' 31"""
2008,CRUDE OIL,20.0,28.605876,-97.800364
2008,CRUDE OIL,2.0,N34 09.86,W097 32.59
2008,CRUDE OIL,14.0,36.044106N,107.610227W
2008,CRUDE OIL,2.0,-119.39275N,35.09787W
2008,CRUDE OIL,20.0,"41° 30' 24""","-87° 27' 12"""
2008,"CRUDE OIL, COLD LAKE",15.0,N38 46 39.7,W89 5 7.9
2008,CRUDE OIL,12.0,32.9491,93.1679
2008,CRUDE OIL,50.0,N36.474,W108.127
2008,CRUDE OIL MIXTURE,2.0,29.28,90.15
2008,CRUDE OIL,2.0,29.4711,90.2530
2008,CRUDE OIL,1.0,29.5741,90.6125
2008,CRUDE OIL,2.0,29.25.1268,94.42.2890
2008,CRUDE OIL,30.0,N41DEG 32MIN 56SEC,W87DEG 52MIN 32SEC
2008,CRUDE OIL,75.0,32.52227 N    ,94.94580 W
2008,CRUDE OIL,1.0,32.4404,-94.8268
2008,CRUDE OIL,4.0,32.07845 N,103.17933 W
2008,CRUDE OIL,42.0,N29 20 51,W094 55 90
2008,CRUDE OIL,2.0,37.72,-121.54
2008,CRUDE OIL,3650.0,38.9899,-84.7086
2008,CRUDE OIL,25.0,-101.2878,36.8052
2008,CRUDE OIL,30.0,N32 45.475,W90 34.012
2008,CRUDE OIL,8.0,30.4759178,-91.1921560
2008,CRUDE OIL,5.0,118.52863W,-34.51624N
2008,CRUDE OIL,30.0,35.837965 N,97.335740 W
2008,CRUDE OIL,180.0, 35° 10.120'N  ,119° 27.672'W 
2008,CRUDE OIL,10.0,"46° 41' 06""","-92° 03' 35"""
2008,CRUDE OIL,19.0,45.141920,-109.007934
2008,CRUDE OIL,15.0,32.06839,-96.4708
