IDATE,COMM,LOSS
1995,CRUDE OIL,1500.0
1995,CRUDE OIL,150.0
1995,CRUDE OIL,200.0
1995,CRUDE OIL,726.0
1995,CRUDE OIL,2526.0
1995,CRUDE OIL,25.0
1995,CRUDE OIL,250.0
1995,CRUDE OIL,103.0
1995,CRUDE OIL,2268.0
1995,CRUDE OIL,460.0
1995,CRUDE OIL,490.0
1995,CRUDE OIL,62.0
1995,CRUDE OIL,0.0
1995,CRUDE OIL,170.0
1995,CRUDE OIL,300.0
1995,CRUDE OIL,120.0
1995,CRUDE OIL,1300.0
1995,CRUDE OIL,108.0
1995,CRUDE OIL,300.0
1995,CRUDE OIL,50.0
1995,CRUDE OIL,600.0
1995,CRUDE OIL,75.0
1995,CRUDE OIL,100.0
1995,CRUDE OIL,200.0
1995,CRUDE OIL,160.0
1995,CRUDE OIL,548.0
1995,CRUDE OIL,100.0
1995,CRUDE OIL,100.0
1995,CRUDE OIL,400.0
1995,CRUDE OIL,115.0
1995,CRUDE OIL,20.0
1995,CRUDE OIL,536.0
1995,CRUDE OIL,50.0
1995,CRUDE OIL,1000.0
1995,CRUDE OIL,3.0
1995,CRUDE OIL,3000.0
1995,CRUDE OIL,80.0
1995,CRUDE OIL,278.0
1995,CRUDE OIL,385.0
1995,CRUDE OIL,150.0
1995,CRUDE OIL,40.0
1995,CRUDE OIL,45.0
1995,CRUDE OIL,10.0
1995,CRUDE OIL,4.0
1995,CRUDE OIL,2.0
1995,CRUDE OIL,3.0
1995,CRUDE OIL,500.0
1995,CRUDE OIL,366.0
1995,CRUDE OIL,5.0
1995,CRUDE OIL,21.0
1995,CRUDE OIL,0.0
1995,CRUDE OIL,55.0
1996,CRUDE OIL,4987.0
1996,CRUDE OIL,60.0
1995,CRUDE OIL,300.0
1995,CRUDE OIL,100.0
1996,CRUDE OIL,140.0
1996,CRUDE OIL,200.0
1996,CRUDE OIL,0.0
1996,CRUDE OIL,297.0
1996,CRUDE OIL,150.0
1996,CRUDE OIL,180.0
1996,CRUDE OIL,235.0
1996,CRUDE OIL,85.0
1996,CRUDE OIL,75.0
1996,CRUDE OIL,370.0
1996,CRUDE OIL,233.0
1996,CRUDE OIL,400.0
1996,CRUDE OIL,80.0
1996,CRUDE OIL,2400.0
1996,CRUDE OIL,75.0
1996,CRUDE OIL,60.0
1995,CRUDE OIL,0.0
1996,CRUDE OIL,436.0
1996,CRUDE OIL,2095.0
1996,CRUDE OIL,100.0
1996,CRUDE OIL,83.0
1996,CRUDE OIL,5.0
1996,CRUDE OIL,1565.0
1996,CRUDE OIL,561.0
1996,CRUDE OIL,0.0
1996,CRUDE OIL,15.0
1996,CRUDE OIL,100.0
1996,CRUDE OIL,0.0
1996,CRUDE OIL,5080.0
1996,CRUDE OIL,50.0
1996,CRUDE OIL,100.0
1996,CRUDE OIL,200.0
1996,CRUDE OIL,50.0
1996,CRUDE OIL,0.0
1996,CRUDE OIL,75.0
1996,CRUDE OIL,500.0
1996,CRUDE OIL,200.0
1996,CRUDE OIL,110.0
1996,CRUDE OIL,100.0
1996,CRUDE OIL,2500.0
1996,CRUDE OIL,130.0
1996,CRUDE OIL,6.0
1996,CRUDE OIL,2200.0
1996,CRUDE OIL,1.0
1996,CRUDE OIL,250.0
1996,CRUDE OIL,205.0
1996,CRUDE OIL,680.0
1996,CRUDE OIL,2.0
1996,CRUDE OIL,5000.0
1996,CRUDE OIL,1380.0
1996,CRUDE OIL,100.0
1996,CRUDE OIL,150.0
1996,CRUDE OIL,600.0
1996,CRUDE OIL,5.0
1996,CRUDE OIL,100.0
1996,CRUDE OIL,90.0
1996,CRUDE OIL,370.0
1996,CRUDE OIL,200.0
1996,CRUDE OIL,24.0
1996,CRUDE OIL,70.0
1996,CRUDE OIL,50.0
1996,CRUDE OIL,75.0
1996,CRUDE OIL,86.0
1996,CRUDE OIL,1245.0
1996,CRUDE OIL,0.0
1996,CRUDE OIL,200.0
1996,CRUDE OIL,100.0
1996,CRUDE OIL,210.0
1996,CRUDE OIL,150.0
1996,CRUDE OIL,675.0
1996,CRUDE OIL,1413.0
1996,CRUDE OIL,4900.0
1996,CRUDE OIL,175.0
1997,CRUDE OIL,475.0
1997,CRUDE OIL,889.0
1997,CRUDE OIL,150.0
1996,CRUDE OIL,140.0
1996,CRUDE OIL,500.0
1997,CRUDE OIL,580.0
1997,CRUDE OIL,175.0
1997,CRUDE OIL,408.0
1997,CRUDE OIL,200.0
1997,CRUDE OIL,75.0
1997,CRUDE OIL,60.0
1997,CRUDE OIL,20.0
1997,CRUDE OIL,250.0
1997,CRUDE OIL,320.0
1997,CRUDE OIL,527.0
1997,CRUDE OIL,290.0
1997,CRUDE OIL,137.0
1997,CRUDE OIL,50.0
1997,CRUDE OIL,260.0
1997,CRUDE OIL,85.0
1997,CRUDE OIL,234.0
1997,CRUDE OIL,0.0
1997,CRUDE OIL,58.0
1997,CRUDE OIL,100.0
1997,CRUDE OIL,1998.0
1997,CRUDE OIL,120.0
1997,CRUDE OIL,4.0
1997,CRUDE OIL,500.0
1997,CRUDE OIL,5000.0
1997,CRUDE OIL,250.0
1997,CRUDE OIL,100.0
1997,CRUDE OIL,60.0
1997,CRUDE OIL,300.0
1997,CRUDE OIL,117.0
1997,CRUDE OIL,2301.0
1997,CRUDE OIL,7026.0
1997,CRUDE OIL,150.0
1997,CRUDE OIL,700.0
1997,CRUDE OIL,1200.0
1996,CRUDE OIL,100.0
1997,CRUDE OIL,1800.0
1997,CRUDE OIL,607.0
1997,CRUDE OIL,50.0
1997,CRUDE OIL,632.0
1997,CRUDE OIL,75.0
1997,CRUDE OIL,80.0
1997,CRUDE OIL,46.0
1997,CRUDE OIL,5.0
1997,CRUDE OIL,500.0
1997,CRUDE OIL,200.0
1997,CRUDE OIL,100.0
1997,CRUDE OIL,175.0
1997,CRUDE OIL,130.0
1997,CRUDE OIL,48.0
1997,CRUDE OIL,135.0
1997,CRUDE OIL,3.0
1997,CRUDE OIL,340.0
1997,CRUDE OIL,400.0
1997,CRUDE OIL,2643.0
1997,CRUDE OIL,721.0
1997,CRUDE OIL,80.0
1997,CRUDE OIL,160.0
1997,CRUDE OIL,50.0
1997,CRUDE OIL,500.0
1997,CRUDE OIL,100.0
1997,CRUDE OIL,200.0
1997,CRUDE OIL,170.0
1997,CRUDE OIL,150.0
1997,CRUDE OIL,5843.0
1997,CRUDE OIL,15.0
1997,CRUDE OIL,12884.0
1997,CRUDE OIL,4.0
1997,CRUDE OIL,100.0
1997,CRUDE OIL,200.0
1997,CRUDE OIL,76.0
1997,CRUDE OIL,6500.0
1997,CRUDE OIL,40.0
1997,CRUDE OIL,170.0
1997,CRUDE OIL,600.0
1997,CRUDE OIL,8.0
1997,CRUDE OIL,2480.0
1997,CRUDE OIL,6500.0
1997,CRUDE OIL,11206.0
1998,CRUDE OIL,249.0
1998,CRUDE OIL,111.0
1998,CRUDE OIL,1.0
1998,CRUDE OIL,50.0
1998,CRUDE OIL,10.0
1998,CRUDE OIL,956.0
1998,CRUDE OIL,10.0
1998,CRUDE OIL,5.0
1998,CRUDE OIL,51.0
1998,CRUDE OIL,126.0
1998,CRUDE OIL,1.0
1998,CRUDE OIL,80.0
1998,CRUDE OIL,25.0
1998,CRUDE OIL,90.0
1998,CRUDE OIL,8500.0
1998,CRUDE OIL,55.0
1998,CRUDE OIL,17806.0
1998,CRUDE OIL,3.0
1998,CRUDE OIL,50.0
1998,CRUDE OIL,100.0
1998,CRUDE OIL,750.0
1998,CRUDE OIL,1470.0
1998,CRUDE OIL,75.0
1998,CRUDE OIL,28.0
1998,CRUDE OIL,16.0
1998,CRUDE OIL,960.0
1998,CRUDE OIL,130.0
1998,CRUDE OIL,993.0
1998,CRUDE OIL,175.0
1998,CRUDE OIL,187.0
1998,CRUDE OIL,2000.0
1998,CRUDE OIL,32903.0
1998,CRUDE OIL,45.0
1998,CRUDE OIL,265.0
1998,CRUDE OIL,300.0
1998,CRUDE OIL,367.0
1998,CRUDE OIL,55.0
1998,CRUDE OIL,200.0
1998,CRUDE OIL,100.0
1998,CRUDE OIL,300.0
1998,CRUDE OIL,145.0
1998,CRUDE OIL,597.0
1998,CRUDE OIL,100.0
1998,CRUDE OIL,477.0
1998,CRUDE OIL,1.0
1998,CRUDE OIL,793.0
1998,CRUDE OIL,50.0
1998,CRUDE OIL,1412.0
1998,CRUDE OIL,1098.0
1998,CRUDE OIL,200.0
1998,CRUDE OIL,150.0
1998,CRUDE OIL,5700.0
1998,CRUDE OIL,25.0
1998,CRUDE OIL,3.0
1998,CRUDE OIL,0.0
1998,CRUDE OIL,275.0
1998,CRUDE OIL,0.0
1998,CRUDE OIL,200.0
1998,CRUDE OIL,8212.0
1998,CRUDE OIL,1959.0
1998,CRUDE OIL,165.0
1998,CRUDE OIL,126.0
1998,CRUDE OIL,405.0
1998,CRUDE OIL,150.0
1998,CRUDE OIL,50.0
1998,CRUDE OIL,5000.0
1998,CRUDE OIL,1303.0
1998,CRUDE OIL,1000.0
1998,CRUDE OIL,790.0
1998,CRUDE OIL,199.0
1998,CRUDE OIL,142.0
1999,CRUDE OIL,50.0
1998,CRUDE OIL,20.0
1998,CRUDE OIL,190.0
1998,CRUDE OIL,415.0
1998,CRUDE OIL,1390.0
1999,CRUDE OIL,5000.0
1998,CRUDE OIL,963.0
1999,CRUDE OIL,10500.0
1999,CRUDE OIL,100.0
1999,CRUDE OIL,125.0
1999,CRUDE OIL,400.0
1999,CRUDE OIL,15.0
1999,CRUDE OIL,75.0
1999,CRUDE OIL,0.0
1999,CRUDE OIL,5.0
1998,CRUDE OIL,100.0
1999,CRUDE OIL,3370.0
1999,CRUDE OIL,200.0
1999,CRUDE OIL,505.0
1999,CRUDE OIL,56.0
1999,CRUDE OIL,50.0
1999,CRUDE OIL,480.0
1999,CRUDE OIL,3663.0
1999,CRUDE OIL,100.0
1999,CRUDE OIL,150.0
1999,CRUDE OIL,300.0
1999,CRUDE OIL,10.0
1999,CRUDE OIL,105.0
1999,CRUDE OIL,694.0
1999,CRUDE OIL,8.0
1999,CRUDE OIL,133.0
1999,CRUDE OIL,3900.0
1999,CRUDE OIL,516.0
1999,CRUDE OIL,4700.0
1999,CRUDE OIL,190.0
1999,CRUDE OIL,670.0
1999,CRUDE OIL,335.0
1999,CRUDE OIL,3000.0
1999,CRUDE OIL,1200.0
1999,CRUDE OIL,98.0
1999,CRUDE OIL,360.0
1999,CRUDE OIL,5157.0
1999,CRUDE OIL,618.0
1999,CRUDE OIL,3180.0
1999,CRUDE OIL,40.0
1999,CRUDE OIL,40.0
1999,CRUDE OIL,240.0
1999,CRUDE OIL,225.0
1999,CRUDE OIL,254.0
1999,CRUDE OIL,15007.0
1999,CRUDE OIL,232.0
1999,CRUDE OIL,645.0
1999,CRUDE OIL,1.0
1999,CRUDE OIL,70.0
1999,CRUDE OIL,1200.0
1999,CRUDE OIL,65.0
1999,CRUDE OIL,70.0
1999,CRUDE OIL,75.0
1999,CRUDE OIL,75.0
1999,CRUDE OIL,650.0
1999,CRUDE OIL,90.0
1999,CRUDE OIL,370.0
1999,CRUDE OIL,800.0
1999,CRUDE OIL,12.0
1999,CRUDE OIL,100.0
1999,CRUDE OIL,681.0
1999,CRUDE OIL,4917.0
1999,CRUDE OIL,52.0
1999,CRUDE OIL,1500.0
1999,CRUDE OIL,200.0
1999,CRUDE OIL,10205.0
1999,CRUDE OIL,0.0
1999,CRUDE OIL,90.0
1999,CRUDE OIL,500.0
1999,CRUDE OIL,1730.0
2000,CRUDE OIL,6.0
1999,CRUDE OIL,400.0
1999,CRUDE OIL,1058.0
1999,CRUDE OIL,100.0
1999,CRUDE OIL,850.0
2000,CRUDE OIL,2240.0
2000,CRUDE OIL,1.0
2000,CRUDE OIL,11644.0
2000,CRUDE OIL,5.0
2000,CRUDE OIL,4000.0
2000,CRUDE OIL,4571.0
2000,CRUDE OIL,25.0
2000,CRUDE OIL,450.0
2000,CRUDE OIL,18.0
2000,CRUDE OIL,10.0
1999,CRUDE OIL,10500.0
2000,CRUDE OIL,600.0
2000,CRUDE OIL,100.0
2000,CRUDE OIL,70.0
2000,CRUDE OIL,1250.0
2000,CRUDE OIL,14.0
2000,CRUDE OIL,1230.0
2000,CRUDE OIL,0.0
2000,CRUDE OIL,60.0
2000,CRUDE OIL,1.0
2000,CRUDE OIL,100.0
2000,CRUDE OIL,25.0
2000,CRUDE OIL,850.0
2000,CRUDE OIL,620.0
2000,CRUDE OIL,150.0
2000,CRUDE OIL,50.0
2000,CRUDE OIL,135.0
2000,CRUDE OIL,1.0
2000,CRUDE OIL,3.0
2000,CRUDE OIL,200.0
2000,CRUDE OIL,100.0
2000,CRUDE OIL,607.0
2000,CRUDE OIL,1100.0
2000,CRUDE OIL,398.0
2000,CRUDE OIL,160.0
2000,CRUDE OIL,50.0
2000,CRUDE OIL,1200.0
2000,CRUDE OIL,1005.0
2000,CRUDE OIL,200.0
2000,CRUDE OIL,434.0
2000,CRUDE OIL,80.0
2000,CRUDE OIL,65.0
2000,CRUDE OIL,50.0
2000,CRUDE OIL,1.0
2000,CRUDE OIL,156.0
2000,CRUDE OIL,407.0
2000,CRUDE OIL,1390.0
2000,CRUDE OIL,645.0
2000,CRUDE OIL,4.0
2000,CRUDE OIL,1.0
2000,CRUDE OIL,940.0
2000,CRUDE OIL,550.0
2000,CRUDE OIL,90.0
1999,CRUDE OIL,20.0
2000,CRUDE OIL,1350.0
2000,CRUDE OIL,500.0
2000,CRUDE OIL,1130.0
2000,CRUDE OIL,1303.0
2000,CRUDE OIL,200.0
2000,CRUDE OIL,100.0
2000,CRUDE OIL,475.0
2001,CRUDE OIL,52.0
2000,CRUDE OIL,150.0
2000,CRUDE OIL,6500.0
2000,CRUDE OIL,300.0
2000,CRUDE OIL,250.0
2001,CRUDE OIL,130.0
2001,CRUDE OIL,100.0
2000,CRUDE OIL,30.0
2000,CRUDE OIL,65.0
2001,CRUDE OIL,0.0
2001,CRUDE OIL,25.0
2001,CRUDE OIL,20.0
2000,CRUDE OIL,100.0
2001,CRUDE OIL,0.0
2001,CRUDE OIL,475.0
2001,CRUDE OIL,20.0
2001,CRUDE OIL,350.0
2001,CRUDE OIL,245.0
2001,CRUDE OIL,25.0
2001,CRUDE OIL,165.0
2001,CRUDE OIL,889.0
2001,CRUDE OIL,15.0
2001,CRUDE OIL,7.0
2001,CRUDE OIL,220.0
2001,CRUDE OIL,0.0
1999,CRUDE OIL,250.0
2001,CRUDE OIL,2.0
2001,CRUDE OIL,200.0
2001,CRUDE OIL,30.0
2001,CRUDE OIL,65.0
2001,CRUDE OIL,12.0
2001,CRUDE OIL,100.0
2001,CRUDE OIL,85.0
2001,CRUDE OIL,10.0
2001,CRUDE OIL,60.0
2001,CRUDE OIL,885.0
2001,CRUDE OIL,165.0
2001,CRUDE OIL,430.0
2001,CRUDE OIL,300.0
2001,CRUDE OIL,75.0
2001,CRUDE OIL,700.0
2001,CRUDE OIL,30.0
2001,CRUDE OIL,100.0
2001,CRUDE OIL,3000.0
2001,CRUDE OIL,182.0
2001,CRUDE OIL,0.0
2001,CRUDE OIL,80.0
2001,CRUDE OIL,5.0
2001,CRUDE OIL,5.0
2001,CRUDE OIL,49.0
2001,CRUDE OIL,0.0
2001,CRUDE OIL,118.0
2001,CRUDE OIL,6800.0
2001,CRUDE OIL,250.0
2001,CRUDE OIL,1.0
2001,CRUDE OIL,420.0
2001,CRUDE OIL,1262.0
2001,CRUDE OIL,75.0
2001,CRUDE OIL,100.0
2001,CRUDE OIL,160.0
2001,CRUDE OIL,9.0
2002,CRUDE OIL,14.0
2001,CRUDE OIL,100.0
2002,CRUDE OIL,3.0
2002,CRUDE OIL,2.0
2001,CRUDE OIL,5.0
2002,CRUDE OIL,100.0
2002,CRUDE OIL,600.0
2002,CRUDE OIL,3.0
2001,CRUDE OIL,25.0
